model num,web,"theta(0,0)","theta(0,1)","theta(0,2)","theta(0,3)","theta(1,0)","theta(1,1)","theta(1,2)","theta(1,3)",fibers,seed,iso
5998,2.713031882,57.70212735,0.143760512,-57.70212735,-0.143760512,57.70212735,0.143760512,-57.70212735,-0.143760512,TRUE,0.5,0.5
5999,1.597311503,51.87140744,173.2787114,-51.87140744,-173.2787114,51.87140744,173.2787114,-51.87140744,-173.2787114,TRUE,0.5,0.5
6000,2.883310086,159.2768838,147.7283908,-159.2768838,-147.7283908,159.2768838,147.7283908,-159.2768838,-147.7283908,TRUE,0.5,0.5
6001,1.68996939,179.0475914,141.6910087,-179.0475914,-141.6910087,179.0475914,141.6910087,-179.0475914,-141.6910087,TRUE,0.5,0.5
6002,1.523611737,16.87641264,19.55417976,-16.87641264,-19.55417976,16.87641264,19.55417976,-16.87641264,-19.55417976,TRUE,0.5,0.5
6003,1.433577305,167.4510384,65.35048689,-167.4510384,-65.35048689,167.4510384,65.35048689,-167.4510384,-65.35048689,TRUE,0.5,0.5
6004,1.905247337,163.5458312,56.10622004,-163.5458312,-56.10622004,163.5458312,56.10622004,-163.5458312,-56.10622004,TRUE,0.5,0.5
6005,2.300955788,140.6068365,66.22501686,-140.6068365,-66.22501686,140.6068365,66.22501686,-140.6068365,-66.22501686,TRUE,0.5,0.5
6006,1.583651253,32.19464082,58.64157936,-32.19464082,-58.64157936,32.19464082,58.64157936,-32.19464082,-58.64157936,TRUE,0.5,0.5
6007,1.68176091,162.2803949,60.63600436,-162.2803949,-60.63600436,162.2803949,60.63600436,-162.2803949,-60.63600436,TRUE,0.5,0.5
6008,1.886287255,131.9362167,69.08082503,-131.9362167,-69.08082503,131.9362167,69.08082503,-131.9362167,-69.08082503,TRUE,0.5,0.5
6009,1.922449264,43.13354264,33.10033951,-43.13354264,-33.10033951,43.13354264,33.10033951,-43.13354264,-33.10033951,TRUE,0.5,0.5
6010,1.093229454,5.104766656,110.5088527,-5.104766656,-110.5088527,5.104766656,110.5088527,-5.104766656,-110.5088527,TRUE,0.5,0.5
6011,2.646208782,19.75249566,38.7576112,-19.75249566,-38.7576112,19.75249566,38.7576112,-19.75249566,-38.7576112,TRUE,0.5,0.5
6012,2.892789193,121.5068183,49.24512612,-121.5068183,-49.24512612,121.5068183,49.24512612,-121.5068183,-49.24512612,TRUE,0.5,0.5
6013,2.347464032,95.56163713,86.64619127,-95.56163713,-86.64619127,95.56163713,86.64619127,-95.56163713,-86.64619127,TRUE,0.5,0.5
6014,2.81472642,116.4056033,28.84932053,-116.4056033,-28.84932053,116.4056033,28.84932053,-116.4056033,-28.84932053,TRUE,0.5,0.5
6015,1.817833907,65.08337394,13.41535835,-65.08337394,-13.41535835,65.08337394,13.41535835,-65.08337394,-13.41535835,TRUE,0.5,0.5
6016,2.779084416,147.4688641,1.583803929,-147.4688641,-1.583803929,147.4688641,1.583803929,-147.4688641,-1.583803929,TRUE,0.5,0.5
6017,1.987748941,118.855228,45.05865145,-118.855228,-45.05865145,118.855228,45.05865145,-118.855228,-45.05865145,TRUE,0.5,0.5
6018,1.527277229,101.8468748,79.88542648,-101.8468748,-79.88542648,101.8468748,79.88542648,-101.8468748,-79.88542648,TRUE,0.5,0.5
6019,1.207651384,45.6426644,138.7456225,-45.6426644,-138.7456225,45.6426644,138.7456225,-45.6426644,-138.7456225,TRUE,0.5,0.5
6020,2.325128186,130.7718704,170.3633872,-130.7718704,-170.3633872,130.7718704,170.3633872,-130.7718704,-170.3633872,TRUE,0.5,0.5
6021,1.858932042,159.3385574,114.2925016,-159.3385574,-114.2925016,159.3385574,114.2925016,-159.3385574,-114.2925016,TRUE,0.5,0.5
6022,1.898351655,148.8203443,168.5988099,-148.8203443,-168.5988099,148.8203443,168.5988099,-148.8203443,-168.5988099,TRUE,0.5,0.5
6023,2.26643801,84.76247921,93.91111996,-84.76247921,-93.91111996,84.76247921,93.91111996,-84.76247921,-93.91111996,TRUE,0.5,0.5
6024,1.369953154,115.6699783,40.98825158,-115.6699783,-40.98825158,115.6699783,40.98825158,-115.6699783,-40.98825158,TRUE,0.5,0.5
6025,2.784409771,66.90100943,119.4476579,-66.90100943,-119.4476579,66.90100943,119.4476579,-66.90100943,-119.4476579,TRUE,0.5,0.5
6026,1.497434164,62.92474692,66.86132509,-62.92474692,-66.86132509,62.92474692,66.86132509,-62.92474692,-66.86132509,TRUE,0.5,0.5
6027,1.355287331,37.25747392,112.6242682,-37.25747392,-112.6242682,37.25747392,112.6242682,-37.25747392,-112.6242682,TRUE,0.5,0.5
6028,1.996661746,167.054867,161.0924242,-167.054867,-161.0924242,167.054867,161.0924242,-167.054867,-161.0924242,TRUE,0.5,0.5
6029,1.483163261,101.5985636,162.797737,-101.5985636,-162.797737,101.5985636,162.797737,-101.5985636,-162.797737,TRUE,0.5,0.5
6030,1.421735495,39.47796803,80.83867138,-39.47796803,-80.83867138,39.47796803,80.83867138,-39.47796803,-80.83867138,TRUE,0.5,0.5
6031,2.392463473,35.97651718,167.3608713,-35.97651718,-167.3608713,35.97651718,167.3608713,-35.97651718,-167.3608713,TRUE,0.5,0.5
6032,2.78988455,175.5634766,39.33674932,-175.5634766,-39.33674932,175.5634766,39.33674932,-175.5634766,-39.33674932,TRUE,0.5,0.5
6033,1.742405919,32.42235021,26.72021566,-32.42235021,-26.72021566,32.42235021,26.72021566,-32.42235021,-26.72021566,TRUE,0.5,0.5
6034,1.87514541,125.379729,37.65657184,-125.379729,-37.65657184,125.379729,37.65657184,-125.379729,-37.65657184,TRUE,0.5,0.5
6035,1.0426799,54.05920614,129.4992094,-54.05920614,-129.4992094,54.05920614,129.4992094,-54.05920614,-129.4992094,TRUE,0.5,0.5
6036,1.731099995,116.5656413,174.7564331,-116.5656413,-174.7564331,116.5656413,174.7564331,-116.5656413,-174.7564331,TRUE,0.5,0.5
6037,1.406573526,9.776155786,145.37108,-9.776155786,-145.37108,9.776155786,145.37108,-9.776155786,-145.37108,TRUE,0.5,0.5
6038,1.23383395,163.8529708,104.5450134,-163.8529708,-104.5450134,163.8529708,104.5450134,-163.8529708,-104.5450134,TRUE,0.5,0.5
6039,2.834926153,2.538692178,6.134602108,-2.538692178,-6.134602108,2.538692178,6.134602108,-2.538692178,-6.134602108,TRUE,0.5,0.5
6040,2.27710517,139.0492415,98.32072462,-139.0492415,-98.32072462,139.0492415,98.32072462,-139.0492415,-98.32072462,TRUE,0.5,0.5
6041,1.576731324,17.64335561,47.42304414,-17.64335561,-47.42304414,17.64335561,47.42304414,-17.64335561,-47.42304414,TRUE,0.5,0.5
6042,1.441340665,72.65502926,92.06587547,-72.65502926,-92.06587547,72.65502926,92.06587547,-72.65502926,-92.06587547,TRUE,0.5,0.5
6043,2.243375027,47.26571132,79.03145506,-47.26571132,-79.03145506,47.26571132,79.03145506,-47.26571132,-79.03145506,TRUE,0.5,0.5
6044,1.758758331,152.8886844,150.7874033,-152.8886844,-150.7874033,152.8886844,150.7874033,-152.8886844,-150.7874033,TRUE,0.5,0.5
6045,2.604238795,15.98832158,37.97556367,-15.98832158,-37.97556367,15.98832158,37.97556367,-15.98832158,-37.97556367,TRUE,0.5,0.5
6046,1.469652042,170.0385963,78.2804171,-170.0385963,-78.2804171,170.0385963,78.2804171,-170.0385963,-78.2804171,TRUE,0.5,0.5
6047,2.50778496,119.5996418,15.92040464,-119.5996418,-15.92040464,119.5996418,15.92040464,-119.5996418,-15.92040464,TRUE,0.5,0.5
6048,1.412161134,63.56945297,96.11278906,-63.56945297,-96.11278906,63.56945297,96.11278906,-63.56945297,-96.11278906,TRUE,0.5,0.5
6049,1.977850818,30.36583111,2.17970597,-30.36583111,-2.17970597,30.36583111,2.17970597,-30.36583111,-2.17970597,TRUE,0.5,0.5
6050,1.852788745,149.1025249,110.2097827,-149.1025249,-110.2097827,149.1025249,110.2097827,-149.1025249,-110.2097827,TRUE,0.5,0.5
6051,1.835019348,2.936276788,93.29607523,-2.936276788,-93.29607523,2.936276788,93.29607523,-2.936276788,-93.29607523,TRUE,0.5,0.5
6052,1.774488015,41.20639394,171.9578386,-41.20639394,-171.9578386,41.20639394,171.9578386,-41.20639394,-171.9578386,TRUE,0.5,0.5
6053,1.175463818,35.5276551,72.24167641,-35.5276551,-72.24167641,35.5276551,72.24167641,-35.5276551,-72.24167641,TRUE,0.5,0.5
6054,1.446032873,127.9737875,129.9697126,-127.9737875,-129.9697126,127.9737875,129.9697126,-127.9737875,-129.9697126,TRUE,0.5,0.5
6055,1.319415754,69.29190129,133.4715851,-69.29190129,-133.4715851,69.29190129,133.4715851,-69.29190129,-133.4715851,TRUE,0.5,0.5
6056,1.540607808,172.9510505,63.04235213,-172.9510505,-63.04235213,172.9510505,63.04235213,-172.9510505,-63.04235213,TRUE,0.5,0.5
6057,1.060870774,31.5300235,13.82102429,-31.5300235,-13.82102429,31.5300235,13.82102429,-31.5300235,-13.82102429,TRUE,0.5,0.5
6058,1.635927262,165.7112934,82.66437629,-165.7112934,-82.66437629,165.7112934,82.66437629,-165.7112934,-82.66437629,TRUE,0.5,0.5
6059,1.159423514,169.1191783,137.1783126,-169.1191783,-137.1783126,169.1191783,137.1783126,-169.1191783,-137.1783126,TRUE,0.5,0.5
6060,2.071073487,157.8580781,18.69088229,-157.8580781,-18.69088229,157.8580781,18.69088229,-157.8580781,-18.69088229,TRUE,0.5,0.5
6061,2.021348915,124.6700009,140.6055411,-124.6700009,-140.6055411,124.6700009,140.6055411,-124.6700009,-140.6055411,TRUE,0.5,0.5
6062,1.737520535,148.2671985,128.7994204,-148.2671985,-128.7994204,148.2671985,128.7994204,-148.2671985,-128.7994204,TRUE,0.5,0.5
6063,1.125054212,127.5412322,175.2468266,-127.5412322,-175.2468266,127.5412322,175.2468266,-127.5412322,-175.2468266,TRUE,0.5,0.5
6064,1.539600601,36.76460871,97.98118514,-36.76460871,-97.98118514,36.76460871,97.98118514,-36.76460871,-97.98118514,TRUE,0.5,0.5
6065,1.95079745,74.66294074,159.6992792,-74.66294074,-159.6992792,74.66294074,159.6992792,-74.66294074,-159.6992792,TRUE,0.5,0.5
6066,2.663371734,6.763485182,164.6545293,-6.763485182,-164.6545293,6.763485182,164.6545293,-6.763485182,-164.6545293,TRUE,0.5,0.5
6067,2.426957429,72.44563048,154.7039298,-72.44563048,-154.7039298,72.44563048,154.7039298,-72.44563048,-154.7039298,TRUE,0.5,0.5
6068,2.270493191,13.65483105,84.01496127,-13.65483105,-84.01496127,13.65483105,84.01496127,-13.65483105,-84.01496127,TRUE,0.5,0.5
6069,1.959602227,80.93585923,146.9966134,-80.93585923,-146.9966134,80.93585923,146.9966134,-80.93585923,-146.9966134,TRUE,0.5,0.5
6070,2.876498536,91.48705176,105.278934,-91.48705176,-105.278934,91.48705176,105.278934,-91.48705176,-105.278934,TRUE,0.5,0.5
6071,2.04636706,86.02814993,56.90539572,-86.02814993,-56.90539572,86.02814993,56.90539572,-86.02814993,-56.90539572,TRUE,0.5,0.5
6072,1.171191353,137.0753879,108.4503113,-137.0753879,-108.4503113,137.0753879,108.4503113,-137.0753879,-108.4503113,TRUE,0.5,0.5
6073,1.641681619,10.07977503,51.89972569,-10.07977503,-51.89972569,10.07977503,51.89972569,-10.07977503,-51.89972569,TRUE,0.5,0.5
6074,1.331293042,166.5178038,102.3815154,-166.5178038,-102.3815154,166.5178038,102.3815154,-166.5178038,-102.3815154,TRUE,0.5,0.5
6075,2.815256184,75.48680366,48.96598523,-75.48680366,-48.96598523,75.48680366,48.96598523,-75.48680366,-48.96598523,TRUE,0.5,0.5
6076,2.034325242,73.7144459,3.338438935,-73.7144459,-3.338438935,73.7144459,3.338438935,-73.7144459,-3.338438935,TRUE,0.5,0.5
6077,1.303724296,83.88630703,165.0848372,-83.88630703,-165.0848372,83.88630703,165.0848372,-83.88630703,-165.0848372,TRUE,0.5,0.5
6078,2.449077404,30.05387217,131.1524842,-30.05387217,-131.1524842,30.05387217,131.1524842,-30.05387217,-131.1524842,TRUE,0.5,0.5
6079,1.795587808,5.40487055,7.538047865,-5.40487055,-7.538047865,5.40487055,7.538047865,-5.40487055,-7.538047865,TRUE,0.5,0.5
6080,1.008374633,94.51131927,75.33340725,-94.51131927,-75.33340725,94.51131927,75.33340725,-94.51131927,-75.33340725,TRUE,0.5,0.5
6081,2.374914898,77.17678858,116.3033396,-77.17678858,-116.3033396,77.17678858,116.3033396,-77.17678858,-116.3033396,TRUE,0.5,0.5
6082,1.253476437,19.97910535,167.8530903,-19.97910535,-167.8530903,19.97910535,167.8530903,-19.97910535,-167.8530903,TRUE,0.5,0.5
6083,1.828944401,29.0849655,35.78770336,-29.0849655,-35.78770336,29.0849655,35.78770336,-29.0849655,-35.78770336,TRUE,0.5,0.5
6084,2.753901375,112.8288549,132.8446125,-112.8288549,-132.8446125,112.8288549,132.8446125,-112.8288549,-132.8446125,TRUE,0.5,0.5
6085,2.924057183,139.2126522,79.64669997,-139.2126522,-79.64669997,139.2126522,79.64669997,-139.2126522,-79.64669997,TRUE,0.5,0.5
6086,1.800710574,34.21004904,8.559362287,-34.21004904,-8.559362287,34.21004904,8.559362287,-34.21004904,-8.559362287,TRUE,0.5,0.5
6087,1.014782898,155.5549869,128.3895954,-155.5549869,-128.3895954,155.5549869,128.3895954,-155.5549869,-128.3895954,TRUE,0.5,0.5
6088,2.937942793,60.95404817,58.18594196,-60.95404817,-58.18594196,60.95404817,58.18594196,-60.95404817,-58.18594196,TRUE,0.5,0.5
6089,1.462624332,110.0828249,137.3258477,-110.0828249,-137.3258477,110.0828249,137.3258477,-110.0828249,-137.3258477,TRUE,0.5,0.5
6090,2.532618289,141.0044082,25.94953797,-141.0044082,-25.94953797,141.0044082,25.94953797,-141.0044082,-25.94953797,TRUE,0.5,0.5
6091,2.25803518,107.3794434,39.78033246,-107.3794434,-39.78033246,107.3794434,39.78033246,-107.3794434,-39.78033246,TRUE,0.5,0.5
6092,1.867963032,48.61216166,32.21059205,-48.61216166,-32.21059205,48.61216166,32.21059205,-48.61216166,-32.21059205,TRUE,0.5,0.5
6093,1.534049835,171.7590625,111.5188007,-171.7590625,-111.5188007,171.7590625,111.5188007,-171.7590625,-111.5188007,TRUE,0.5,0.5
6094,2.226020381,94.00537414,175.8695614,-94.00537414,-175.8695614,94.00537414,175.8695614,-94.00537414,-175.8695614,TRUE,0.5,0.5
6095,1.19649048,98.49925611,149.8715977,-98.49925611,-149.8715977,98.49925611,149.8715977,-98.49925611,-149.8715977,TRUE,0.5,0.5
6096,2.063627164,110.8527579,126.1227455,-110.8527579,-126.1227455,110.8527579,126.1227455,-110.8527579,-126.1227455,TRUE,0.5,0.5
6097,1.981850334,110.295076,155.8793165,-110.295076,-155.8793165,110.295076,155.8793165,-110.295076,-155.8793165,TRUE,0.5,0.5
6098,1.604108544,12.30143468,138.1300563,-12.30143468,-138.1300563,12.30143468,138.1300563,-12.30143468,-138.1300563,TRUE,0.5,0.5
6099,2.321476827,106.2793603,59.6276299,-106.2793603,-59.6276299,106.2793603,59.6276299,-106.2793603,-59.6276299,TRUE,0.5,0.5
6100,2.06935417,41.7168927,106.5191152,-41.7168927,-106.5191152,41.7168927,106.5191152,-41.7168927,-106.5191152,TRUE,0.5,0.5
6101,2.899839459,88.66671307,8.52285319,-88.66671307,-8.52285319,88.66671307,8.52285319,-88.66671307,-8.52285319,TRUE,0.5,0.5
6102,2.762823718,92.42011933,151.8156121,-92.42011933,-151.8156121,92.42011933,151.8156121,-92.42011933,-151.8156121,TRUE,0.5,0.5
6103,1.549222668,12.89190758,142.0528519,-12.89190758,-142.0528519,12.89190758,142.0528519,-12.89190758,-142.0528519,TRUE,0.5,0.5
6104,1.213933598,143.6875043,150.6146529,-143.6875043,-150.6146529,143.6875043,150.6146529,-143.6875043,-150.6146529,TRUE,0.5,0.5
6105,2.114268065,122.049895,62.36821566,-122.049895,-62.36821566,122.049895,62.36821566,-122.049895,-62.36821566,TRUE,0.5,0.5
6106,2.940110816,92.08248483,23.68063951,-92.08248483,-23.68063951,92.08248483,23.68063951,-92.08248483,-23.68063951,TRUE,0.5,0.5
6107,2.080756603,156.8985622,89.47916582,-156.8985622,-89.47916582,156.8985622,89.47916582,-156.8985622,-89.47916582,TRUE,0.5,0.5
6108,2.476488298,144.5186631,148.1961368,-144.5186631,-148.1961368,144.5186631,148.1961368,-144.5186631,-148.1961368,TRUE,0.5,0.5
6109,2.051124525,129.3890837,69.42094401,-129.3890837,-69.42094401,129.3890837,69.42094401,-129.3890837,-69.42094401,TRUE,0.5,0.5
6110,2.358451536,97.36315236,120.7180953,-97.36315236,-120.7180953,97.36315236,120.7180953,-97.36315236,-120.7180953,TRUE,0.5,0.5
6111,1.353850331,43.77024712,97.52469066,-43.77024712,-97.52469066,43.77024712,97.52469066,-43.77024712,-97.52469066,TRUE,0.5,0.5
6112,2.219877554,121.4966559,161.6243608,-121.4966559,-161.6243608,121.4966559,161.6243608,-121.4966559,-161.6243608,TRUE,0.5,0.5
6113,1.96195931,24.06306564,172.5398662,-24.06306564,-172.5398662,24.06306564,172.5398662,-24.06306564,-172.5398662,TRUE,0.5,0.5
6114,2.969909399,150.2140432,44.12227394,-150.2140432,-44.12227394,150.2140432,44.12227394,-150.2140432,-44.12227394,TRUE,0.5,0.5
6115,2.701031736,120.1444304,36.08439243,-120.1444304,-36.08439243,120.1444304,36.08439243,-120.1444304,-36.08439243,TRUE,0.5,0.5
6116,1.474276678,98.90950814,92.57727887,-98.90950814,-92.57727887,98.90950814,92.57727887,-98.90950814,-92.57727887,TRUE,0.5,0.5
6117,1.64838027,12.0281816,96.70475434,-12.0281816,-96.70475434,12.0281816,96.70475434,-12.0281816,-96.70475434,TRUE,0.5,0.5
6118,2.620223667,161.8652846,95.72310632,-161.8652846,-95.72310632,161.8652846,95.72310632,-161.8652846,-95.72310632,TRUE,0.5,0.5
6119,2.934157216,44.78924955,114.6399656,-44.78924955,-114.6399656,44.78924955,114.6399656,-44.78924955,-114.6399656,TRUE,0.5,0.5
6120,2.690199288,37.41509648,55.39833186,-37.41509648,-55.39833186,37.41509648,55.39833186,-37.41509648,-55.39833186,TRUE,0.5,0.5
6121,2.658944635,170.1828699,90.91604497,-170.1828699,-90.91604497,170.1828699,90.91604497,-170.1828699,-90.91604497,TRUE,0.5,0.5
6122,2.015523757,11.46789897,157.1001742,-11.46789897,-157.1001742,11.46789897,157.1001742,-11.46789897,-157.1001742,TRUE,0.5,0.5
6123,2.414415171,39.13103022,146.0888428,-39.13103022,-146.0888428,39.13103022,146.0888428,-39.13103022,-146.0888428,TRUE,0.5,0.5
6124,2.140302908,36.33488218,72.72895993,-36.33488218,-72.72895993,36.33488218,72.72895993,-36.33488218,-72.72895993,TRUE,0.5,0.5
6125,2.343584071,151.6510452,91.38203399,-151.6510452,-91.38203399,151.6510452,91.38203399,-151.6510452,-91.38203399,TRUE,0.5,0.5
6126,2.63151609,60.43386791,139.4610832,-60.43386791,-139.4610832,60.43386791,139.4610832,-60.43386791,-139.4610832,TRUE,0.5,0.5
6127,2.627317732,178.2446457,42.1634507,-178.2446457,-42.1634507,178.2446457,42.1634507,-178.2446457,-42.1634507,TRUE,0.5,0.5
6128,1.326467837,8.550654208,9.857385555,-8.550654208,-9.857385555,8.550654208,9.857385555,-8.550654208,-9.857385555,TRUE,0.5,0.5
6129,1.229562707,8.431617303,118.1585123,-8.431617303,-118.1585123,8.431617303,118.1585123,-8.431617303,-118.1585123,TRUE,0.5,0.5
6130,2.988795169,34.89578255,132.0002099,-34.89578255,-132.0002099,34.89578255,132.0002099,-34.89578255,-132.0002099,TRUE,0.5,0.5
6131,1.167577839,168.6087226,158.6275244,-168.6087226,-158.6275244,168.6087226,158.6275244,-168.6087226,-158.6275244,TRUE,0.5,0.5
6132,2.28022103,78.91785883,116.8549526,-78.91785883,-116.8549526,78.91785883,116.8549526,-78.91785883,-116.8549526,TRUE,0.5,0.5
6133,2.809280885,33.67443404,46.29829128,-33.67443404,-46.29829128,33.67443404,46.29829128,-33.67443404,-46.29829128,TRUE,0.5,0.5
6134,1.148752811,10.48802856,123.6011873,-10.48802856,-123.6011873,10.48802856,123.6011873,-10.48802856,-123.6011873,TRUE,0.5,0.5
6135,1.375257707,134.1275075,15.44174305,-134.1275075,-15.44174305,134.1275075,15.44174305,-134.1275075,-15.44174305,TRUE,0.5,0.5
6136,1.783254742,160.2874342,85.52995069,-160.2874342,-85.52995069,160.2874342,85.52995069,-160.2874342,-85.52995069,TRUE,0.5,0.5
6137,1.392197993,165.4580123,117.3960407,-165.4580123,-117.3960407,165.4580123,117.3960407,-165.4580123,-117.3960407,TRUE,0.5,0.5
6138,1.2611057,141.7299868,107.3847977,-141.7299868,-107.3847977,141.7299868,107.3847977,-141.7299868,-107.3847977,TRUE,0.5,0.5
6139,2.076080171,13.48828858,61.63047236,-13.48828858,-61.63047236,13.48828858,61.63047236,-13.48828858,-61.63047236,TRUE,0.5,0.5
6140,2.335941073,178.0819048,4.518775837,-178.0819048,-4.518775837,178.0819048,4.518775837,-178.0819048,-4.518775837,TRUE,0.5,0.5
6141,2.493889929,114.2121873,125.8969553,-114.2121873,-125.8969553,114.2121873,125.8969553,-114.2121873,-125.8969553,TRUE,0.5,0.5
6142,1.019805292,17.46722185,89.01211865,-17.46722185,-89.01211865,17.46722185,89.01211865,-17.46722185,-89.01211865,TRUE,0.5,0.5
6143,1.840020013,85.6852296,67.05768311,-85.6852296,-67.05768311,85.6852296,67.05768311,-85.6852296,-67.05768311,TRUE,0.5,0.5
6144,2.08839506,133.712314,5.307151707,-133.712314,-5.307151707,133.712314,5.307151707,-133.712314,-5.307151707,TRUE,0.5,0.5
6145,1.573294778,64.70395113,90.15958182,-64.70395113,-90.15958182,64.70395113,90.15958182,-64.70395113,-90.15958182,TRUE,0.5,0.5
6146,1.509410575,118.6861535,98.93769917,-118.6861535,-98.93769917,118.6861535,98.93769917,-118.6861535,-98.93769917,TRUE,0.5,0.5
6147,2.119595861,179.1464543,2.78972571,-179.1464543,-2.78972571,179.1464543,2.78972571,-179.1464543,-2.78972571,TRUE,0.5,0.5
6148,1.397505644,144.3659345,40.67426707,-144.3659345,-40.67426707,144.3659345,40.67426707,-144.3659345,-40.67426707,TRUE,0.5,0.5
6149,2.611222591,164.4667937,159.982935,-164.4667937,-159.982935,164.4667937,159.982935,-164.4667937,-159.982935,TRUE,0.5,0.5
6150,2.569555014,135.054069,11.36122433,-135.054069,-11.36122433,135.054069,11.36122433,-135.054069,-11.36122433,TRUE,0.5,0.5
6151,2.056694078,71.7311098,160.4625847,-71.7311098,-160.4625847,71.7311098,160.4625847,-71.7311098,-160.4625847,TRUE,0.5,0.5
6152,2.849532178,76.50949011,157.8090915,-76.50949011,-157.8090915,76.50949011,157.8090915,-76.50949011,-157.8090915,TRUE,0.5,0.5
6153,2.174961525,70.16224729,5.462643889,-70.16224729,-5.462643889,70.16224729,5.462643889,-70.16224729,-5.462643889,TRUE,0.5,0.5
6154,1.283435328,90.89741989,84.73774957,-90.89741989,-84.73774957,90.89741989,84.73774957,-90.89741989,-84.73774957,TRUE,0.5,0.5
6155,1.075383243,149.566489,56.43785527,-149.566489,-56.43785527,149.566489,56.43785527,-149.566489,-56.43785527,TRUE,0.5,0.5
6156,2.121615737,128.5575454,17.45073463,-128.5575454,-17.45073463,128.5575454,17.45073463,-128.5575454,-17.45073463,TRUE,0.5,0.5
6157,1.824602227,174.1073192,147.2591743,-174.1073192,-147.2591743,174.1073192,147.2591743,-174.1073192,-147.2591743,TRUE,0.5,0.5
6158,2.758575553,57.23477431,10.47586155,-57.23477431,-10.47586155,57.23477431,10.47586155,-57.23477431,-10.47586155,TRUE,0.5,0.5
6159,1.81499607,156.060524,27.90111689,-156.060524,-27.90111689,156.060524,27.90111689,-156.060524,-27.90111689,TRUE,0.5,0.5
6160,2.465096838,7.858868249,101.4863686,-7.858868249,-101.4863686,7.858868249,101.4863686,-7.858868249,-101.4863686,TRUE,0.5,0.5
6161,2.596770716,67.76898646,0.536701323,-67.76898646,-0.536701323,67.76898646,0.536701323,-67.76898646,-0.536701323,TRUE,0.5,0.5
6162,2.501882211,50.59654312,53.70871313,-50.59654312,-53.70871313,50.59654312,53.70871313,-50.59654312,-53.70871313,TRUE,0.5,0.5
6163,1.661049088,65.55055791,124.5555825,-65.55055791,-124.5555825,65.55055791,124.5555825,-65.55055791,-124.5555825,TRUE,0.5,0.5
6164,2.801838964,59.41669326,27.42873793,-59.41669326,-27.42873793,59.41669326,27.42873793,-59.41669326,-27.42873793,TRUE,0.5,0.5
6165,2.451436686,69.55888717,25.26584935,-69.55888717,-25.26584935,69.55888717,25.26584935,-69.55888717,-25.26584935,TRUE,0.5,0.5
6166,2.971101571,1.973934867,25.19410099,-1.973934867,-25.19410099,1.973934867,25.19410099,-1.973934867,-25.19410099,TRUE,0.5,0.5
6167,2.389201937,46.35020648,11.12622315,-46.35020648,-11.12622315,46.35020648,11.12622315,-46.35020648,-11.12622315,TRUE,0.5,0.5
6168,2.821265543,4.480611324,152.9425252,-4.480611324,-152.9425252,4.480611324,152.9425252,-4.480611324,-152.9425252,TRUE,0.5,0.5
6169,1.046029742,157.0876636,54.66244958,-157.0876636,-54.66244958,157.0876636,54.66244958,-157.0876636,-54.66244958,TRUE,0.5,0.5
6170,1.218930342,94.10125524,163.4133899,-94.10125524,-163.4133899,94.10125524,163.4133899,-94.10125524,-163.4133899,TRUE,0.5,0.5
6171,2.102585415,25.51578652,156.2553023,-25.51578652,-156.2553023,25.51578652,156.2553023,-25.51578652,-156.2553023,TRUE,0.5,0.5
6172,2.191805557,156.333937,111.7186139,-156.333937,-111.7186139,156.333937,111.7186139,-156.333937,-111.7186139,TRUE,0.5,0.5
6173,1.551461027,103.2439554,148.9282446,-103.2439554,-148.9282446,103.2439554,148.9282446,-103.2439554,-148.9282446,TRUE,0.5,0.5
6174,1.100300942,23.67863513,96.96856986,-23.67863513,-96.96856986,23.67863513,96.96856986,-23.67863513,-96.96856986,TRUE,0.5,0.5
6175,1.607933129,161.4332505,110.8730135,-161.4332505,-110.8730135,161.4332505,110.8730135,-161.4332505,-110.8730135,TRUE,0.5,0.5
6176,2.708874966,111.6439295,4.475747196,-111.6439295,-4.475747196,111.6439295,4.475747196,-111.6439295,-4.475747196,TRUE,0.5,0.5
6177,1.627475791,120.9957594,177.3667498,-120.9957594,-177.3667498,120.9957594,177.3667498,-120.9957594,-177.3667498,TRUE,0.5,0.5
6178,1.65471705,53.26759482,144.229543,-53.26759482,-144.229543,53.26759482,144.229543,-53.26759482,-144.229543,TRUE,0.5,0.5
6179,2.397268092,55.0930063,108.3727086,-55.0930063,-108.3727086,55.0930063,108.3727086,-55.0930063,-108.3727086,TRUE,0.5,0.5
6180,1.750291792,66.5280443,59.1076567,-66.5280443,-59.1076567,66.5280443,59.1076567,-66.5280443,-59.1076567,TRUE,0.5,0.5
6181,2.145720698,42.11245576,153.2121766,-42.11245576,-153.2121766,42.11245576,153.2121766,-42.11245576,-153.2121766,TRUE,0.5,0.5
6182,2.948992083,120.3940349,109.5728388,-120.3940349,-109.5728388,120.3940349,109.5728388,-120.3940349,-109.5728388,TRUE,0.5,0.5
6183,2.330396937,77.61531255,37.33786561,-77.61531255,-37.33786561,77.61531255,37.33786561,-77.61531255,-37.33786561,TRUE,0.5,0.5
6184,1.558280538,18.90196289,177.9729682,-18.90196289,-177.9729682,18.90196289,177.9729682,-18.90196289,-177.9729682,TRUE,0.5,0.5
6185,1.268369148,161.0647636,170.8526885,-161.0647636,-170.8526885,161.0647636,170.8526885,-161.0647636,-170.8526885,TRUE,0.5,0.5
